duration,packet_count,byte_count,port,protocol,attack_type
3.71,25,3450,443,2,0
0.21,100,74500,443,2,0
0.21,149,102661,80,1,0
1.98,128,36352,443,1,0
4.54,16,22016,443,1,0
2.63,111,22755,80,2,0
0.76,86,108790,443,2,0
19.06,9174,651354,80,1,1
0.74,27,8991,443,2,0
3.75,88,78056,443,1,0
0.52,1091,69824,7247,1,3
0.73,1473,94272,56315,1,3
8.79,8475,711900,80,1,1
0.79,2629,168256,2518,1,3
3.01,80,61920,80,1,0
1.35,2712,173568,21765,1,3
3.41,71,46150,443,1,0
2.22,60,39480,80,2,0
4.14,29,31030,443,2,0
3.55,120,123120,443,2,0
2.99,142,174518,80,2,0
3.89,25,35800,80,1,0
9.46,18405,1803690,80,1,1
3.22,18,8532,80,2,0
3.37,68,86972,443,1,0
17.19,1128,207552,22,1,2
3.81,27,16902,80,1,0
3.55,116,169012,80,2,0
3.98,83,79182,80,1,0
4.06,102,126276,443,1,0
0.41,97,66833,443,1,0
1.84,3557,227648,21044,1,3
1.57,126,130158,443,2,0
2.97,12,4260,80,2,0
41.28,1429,291516,22,1,2
6.75,14562,1412514,80,1,1
0.21,110,164450,443,2,0
2.51,26,12480,80,2,0
0.28,87,41238,443,1,0
4.87,103,128338,443,2,0
0.13,70,38290,80,1,0
2.39,115,65780,80,1,0
0.74,4663,298432,51362,1,3
4.89,94,60912,443,1,0
1.09,80,19600,80,2,0
4.15,69,91908,80,2,0
0.2,67,65057,80,1,0
3.43,52,77376,443,1,0
4.14,64,66496,80,1,0
30.95,1934,518312,22,1,2
3.55,78,35334,443,1,0
3.11,51,4131,443,1,0
4.93,83,103335,443,1,0
1.81,80,82480,80,1,0
0.39,93,70680,80,1,0
2.77,74,50838,80,1,0
1.63,95,76665,443,2,0
2.72,147,197568,80,2,0
56.22,1825,500050,22,1,2
1.2,1398,89472,16437,1,3
10.15,5506,484528,80,1,1
14.94,788,165480,22,1,2
3.04,97,115333,80,2,0
1.18,3290,210560,46191,1,3
2.86,115,17135,443,1,0
0.55,1212,77568,38992,1,3
0.99,3571,228544,20705,1,3
12.88,14955,942165,80,1,1
1.75,2115,135360,59073,1,3
0.53,90,39060,80,2,0
2.19,14,4578,80,1,0
0.13,25,26525,443,1,0
0.37,135,85590,80,2,0
1.3,51,13311,80,2,0
3.99,82,56088,443,1,0
1.27,3366,215424,45439,1,3
1.87,51,18666,443,1,0
5.8,13671,574182,80,1,1
1.34,2991,191424,25116,1,3
0.37,2258,144512,50492,1,3
1.16,4260,272640,6659,1,3
1.08,62,41974,443,2,0
1.33,4420,282880,31805,1,3
11.43,19942,1017042,80,1,1
2.35,68,8976,80,1,0
4.3,79,112733,443,2,0
5.54,10451,658413,80,1,1
2.91,92,84088,80,1,0
3.68,80,34400,80,1,0
3.45,32,27296,443,2,0
1.8,54,19602,80,2,0
3.63,123,168141,443,1,0
14.57,13537,1218330,80,1,1
2.65,52,53820,80,2,0
4.96,45,24255,80,1,0
1.77,97,92150,443,2,0
1.67,22,14234,443,2,0
0.26,4235,271040,56518,1,3
2.61,87,111795,80,1,0
2.67,79,56011,80,2,0
1.42,67,22847,443,2,0
2.03,124,60264,443,1,0
12.37,835,250500,22,1,2
17.27,17859,1571592,80,1,1
4.27,138,109572,80,1,0
1.5,106,52894,443,2,0
3.71,18,22752,443,2,0
2.69,141,19176,80,2,0
0.47,36,24876,443,2,0
3.68,124,128712,80,1,0
2.01,127,102870,443,2,0
4.27,128,81280,443,1,0
1.93,3871,247744,5700,1,3
0.3,2382,152448,16440,1,3
1.6,139,207388,80,2,0
17.4,10728,643680,80,1,1
3.98,112,63616,80,1,0
1.17,131,161654,80,1,0
18.87,17507,1540616,80,1,1
1.88,4281,273984,23679,1,3
1.65,4707,301248,54519,1,3
4.6,84,86856,80,1,0
3.02,49,35133,443,2,0
11.39,7549,581273,80,1,1
2.63,105,16170,80,2,0
1.08,128,65024,443,2,0
3.62,67,36649,443,1,0
0.15,128,67072,80,1,0
3.49,118,111746,80,1,0
1.18,26,30238,443,2,0
1.61,3735,239040,25971,1,3
0.72,64,19264,80,1,0
2.77,10,11420,443,1,0
2.52,104,28704,80,2,0
3.72,98,124362,80,1,0
0.79,89,12638,443,1,0
3.92,128,143360,443,1,0
55.19,650,82550,22,1,2
0.38,68,15640,80,2,0
1.9,2297,147008,15272,1,3
2.92,35,13790,80,2,0
2.74,37,18759,80,1,0
2.64,124,141484,80,1,0
2.82,37,54057,80,1,0
10.87,11800,932200,80,1,1
2.64,33,15906,443,1,0
3.1,69,22356,443,2,0
58.95,955,285545,22,1,2
0.52,2818,180352,30309,1,3
49.65,892,177508,22,1,2
0.32,46,17618,80,2,0
11.26,10422,739962,80,1,1
2.51,12,8952,80,1,0
2.12,114,152760,80,2,0
2.58,143,111397,80,1,0
3.6,108,129168,80,1,0
4.52,41,31570,80,1,0
2.86,55,77440,443,1,0
57.19,1507,314963,22,1,2
0.98,148,10656,80,2,0
4.02,115,150535,80,1,0
2.94,71,79946,80,1,0
0.72,4215,269760,27470,1,3
1.43,150,41550,443,1,0
4.24,128,50560,80,1,0
50.37,1831,468736,22,1,2
41.26,1436,305868,22,1,2
4.15,14,1624,80,1,0
2.0,104,10816,443,2,0
16.02,6583,506891,80,1,1
3.91,119,151725,443,2,0
0.28,16,5456,80,2,0
28.96,1802,295528,22,1,2
3.1,117,29367,80,1,0
3.37,16,1168,80,2,0
2.93,127,164973,80,1,0
3.91,70,104790,443,2,0
4.13,36,43992,443,1,0
19.34,10063,664158,80,1,1
1.6,84,107856,80,2,0
4.16,11,12331,443,2,0
3.94,136,26928,443,1,0
4.78,140,32060,443,2,0
0.59,4527,289728,31105,1,3
4.57,84,71652,80,1,0
0.16,50,46200,80,2,0
0.7,28,18788,443,2,0
1.58,150,184350,80,1,0
3.58,34,36448,443,1,0
9.43,18040,956120,80,1,1
0.42,1099,70336,16361,1,3
0.45,66,94050,80,1,0
3.05,113,25990,443,1,0
15.73,12639,631950,80,1,1
48.35,1582,278432,22,1,2
0.76,119,106624,80,1,0
2.05,112,71904,443,1,0
0.91,132,153252,80,1,0
8.78,8070,338940,80,1,1
43.54,1823,306264,22,1,2
0.19,96,128736,443,2,0
1.42,123,147354,80,2,0
1.16,4174,267136,52111,1,3
30.28,1654,325838,22,1,2
1.57,2850,182400,19077,1,3
7.04,10039,943666,80,1,1
0.95,108,33156,80,2,0
4.98,24,16776,443,1,0
3.45,70,58730,443,2,0
3.95,49,50176,80,2,0
2.99,134,83214,443,1,0
6.89,5376,451584,80,1,1
4.58,89,82503,443,1,0
17.55,7358,728442,80,1,1
0.28,147,62622,443,2,0
1.91,2545,162880,33184,1,3
2.86,22,14520,443,2,0
4.31,100,58300,443,1,0
2.61,19,5054,443,1,0
0.61,87,115188,443,1,0
8.93,14518,1263066,80,1,1
16.12,9757,887887,80,1,1
4.67,122,110288,80,2,0
1.87,70,38500,443,2,0
1.6,75,96975,80,2,0
1.13,14,15750,443,1,0
0.32,3358,214912,26612,1,3
42.2,1314,264114,22,1,2
3.55,70,64400,80,1,0
13.62,10291,668915,80,1,1
0.3,38,21584,443,1,0
1.96,1687,107968,24149,1,3
3.27,19,7486,443,2,0
16.59,5293,306994,80,1,1
12.43,1383,218514,22,1,2
3.04,25,7950,80,1,0
24.94,1383,301494,22,1,2
4.44,50,46800,80,1,0
0.92,76,54340,443,2,0
3.72,30,8070,443,1,0
0.55,2893,185152,42638,1,3
21.84,1298,314116,22,1,2
18.44,6435,334620,80,1,1
9.36,13006,910420,80,1,1
1.77,136,62560,80,1,0
0.4,3910,250240,16193,1,3
4.93,51,3366,80,1,0
1.23,50,45600,443,2,0
0.64,43,23349,443,2,0
11.67,19323,1507194,80,1,1
8.38,16985,1392770,80,1,1
4.23,111,78366,80,2,0
4.35,29,19633,80,1,0
11.26,1132,127916,22,1,2
1.17,95,99845,443,1,0
12.62,13377,896259,80,1,1
1.34,4575,292800,41787,1,3
1.2,12,16764,80,1,0
0.48,98,22736,80,1,0
8.57,11755,693545,80,1,1
53.67,1169,284067,22,1,2
2.21,33,39369,80,1,0
1.35,1565,100160,1650,1,3
2.95,31,22506,443,2,0
0.15,62,82584,80,1,0
14.16,6119,434449,80,1,1
46.87,879,241725,22,1,2
2.6,67,41808,443,2,0
17.36,1381,378394,22,1,2
3.35,75,95175,443,1,0
4.17,80,53680,443,1,0
2.03,77,108570,443,2,0
12.84,1059,313464,22,1,2
2.87,29,29319,80,2,0
0.38,94,62980,80,2,0
4.08,34,17510,443,2,0
29.16,1841,344267,22,1,2
2.53,100,133900,443,1,0
16.86,8502,765180,80,1,1
4.31,36,43956,443,2,0
0.74,97,130853,443,2,0
3.95,43,54051,443,2,0
31.66,972,246888,22,1,2
1.07,4531,289984,2978,1,3
3.64,33,37323,80,1,0
1.38,36,20448,80,2,0
2.96,31,30876,443,2,0
0.32,146,202502,80,1,0
1.87,118,97822,443,1,0
0.52,44,60940,443,2,0
4.96,44,49104,443,1,0
3.51,44,9328,80,2,0
3.92,115,53360,80,2,0
8.49,7243,456309,80,1,1
0.65,100,75800,443,2,0
1.77,93,70587,443,1,0
11.22,13803,1269876,80,1,1
3.63,11,8283,443,1,0
4.78,17,14093,443,2,0
2.98,58,39324,443,1,0
2.15,32,17536,443,1,0
2.33,64,51840,80,2,0
2.94,124,118172,443,2,0
1.0,1379,88256,61465,1,3
2.43,100,135600,80,2,0
0.66,63,76923,80,1,0
0.89,30,21930,80,1,0
4.12,52,40716,80,1,0
4.32,20,19780,443,2,0
6.82,6661,506236,80,1,1
1.02,73,21827,80,2,0
4.23,48,35520,443,1,0
0.97,96,142560,443,1,0
2.01,39,13767,80,2,0
0.39,1095,70080,5828,1,3
4.45,66,28908,443,1,0
1.78,121,154275,80,2,0
4.23,34,31382,443,2,0
0.85,2233,142912,60629,1,3
1.29,110,74690,443,2,0
1.69,69,42504,80,2,0
16.96,10121,667986,80,1,1
16.74,15936,1402368,80,1,1
2.81,90,70290,443,2,0
0.7,128,53760,80,1,0
0.63,62,46500,80,1,0
1.11,142,129788,80,1,0
4.47,29,17545,443,2,0
4.5,68,49232,80,2,0
1.07,54,42930,80,2,0
3.29,62,5332,443,2,0
1.29,85,126565,443,2,0
1.47,3891,249024,37994,1,3
3.83,73,51027,80,2,0
3.18,16,6288,443,1,0
1.25,136,125936,443,1,0
1.12,1823,116672,5729,1,3
1.84,30,11970,443,2,0
0.9,124,135656,443,2,0
2.33,109,126549,443,2,0
1.99,30,18600,443,2,0
2.52,126,42336,443,2,0
0.44,19,22363,443,2,0
2.57,99,35739,80,2,0
0.72,3312,211968,64567,1,3
1.79,116,91640,80,2,0
1.62,90,132660,443,1,0
18.03,5692,261832,80,1,1
3.36,16,11040,80,2,0
2.14,79,57275,80,1,0
3.8,126,75600,80,1,0
3.89,64,89472,80,2,0
47.07,1037,129625,22,1,2
0.82,3297,211008,30116,1,3
0.83,25,15250,443,1,0
3.3,119,104720,443,2,0
0.69,3460,221440,40866,1,3
11.82,12284,982720,80,1,1
11.52,1316,222404,22,1,2
2.08,60,72840,80,2,0
0.81,56,31584,80,2,0
14.18,8956,841864,80,1,1
4.52,140,114800,80,1,0
3.37,101,93122,443,1,0
3.72,72,97488,80,1,0
3.42,101,130997,443,1,0
1.34,58,20822,443,2,0
1.14,69,4899,80,1,0
0.85,1431,91584,64955,1,3
4.54,149,19221,80,1,0
52.98,1480,412920,22,1,2
4.03,131,29475,80,2,0
0.9,109,69542,80,2,0
0.76,4508,288512,41085,1,3
1.73,78,67626,443,2,0
4.93,137,117546,80,2,0
2.34,33,11748,443,1,0
0.63,40,38240,80,1,0
19.28,12197,841593,80,1,1
1.45,1367,87488,29515,1,3
0.61,114,26676,443,2,0
2.52,139,93547,443,2,0
0.45,89,41652,80,2,0
8.33,14981,644183,80,1,1
1.9,21,10290,443,2,0
2.67,20,27180,80,2,0
4.19,51,10863,443,1,0
3.0,121,126808,443,1,0
3.04,113,66896,443,1,0
8.64,16012,1377032,80,1,1
2.32,105,79170,80,1,0
1.41,55,36080,80,2,0
57.27,1466,398752,22,1,2
7.14,8865,877635,80,1,1
4.37,53,22419,443,2,0
1.69,149,82844,443,2,0
1.92,69,30084,443,2,0
3.7,33,43593,80,2,0
4.33,142,111612,443,1,0
1.65,58,52200,443,2,0
2.8,92,29624,443,1,0
9.56,11901,1154397,80,1,1
0.63,118,128620,80,2,0
4.65,54,56484,443,1,0
2.97,43,48332,80,1,0
1.6,3889,248896,29971,1,3
40.74,522,121104,22,1,2
17.65,1746,436500,22,1,2
51.92,930,160890,22,1,2
1.09,3740,239360,1502,1,3
4.11,82,90282,443,1,0
1.82,46,44758,80,1,0
2.48,139,152205,80,1,0
6.86,15942,701448,80,1,1
13.14,11776,1012736,80,1,1
3.07,76,68932,443,2,0
2.54,53,15264,80,2,0
4.14,71,50694,443,2,0
1.53,1303,83392,33267,1,3
3.29,98,107702,80,2,0
1.88,132,66924,443,1,0
4.98,13,13572,80,1,0
2.53,57,36366,443,1,0
31.37,1573,386958,22,1,2
3.61,57,76266,80,1,0
16.73,6137,405042,80,1,1
4.75,36,48024,443,2,0
2.3,102,106896,80,1,0
3.58,105,97020,80,1,0
19.28,14402,1065748,80,1,1
2.32,112,54768,443,2,0
1.05,23,8165,80,1,0
1.2,111,21978,80,2,0
1.46,1364,87296,53584,1,3
2.39,138,174294,80,2,0
45.44,839,172834,22,1,2
0.15,61,72529,443,2,0
0.49,127,119888,443,2,0
1.86,126,178920,443,2,0
4.19,105,23415,80,2,0
2.05,67,96279,443,1,0
2.07,147,180516,80,1,0
2.89,77,65142,443,1,0
1.85,1529,97856,47113,1,3
3.39,145,73515,80,2,0
14.11,5527,226607,80,1,1
0.87,47,24863,443,1,0
2.03,52,41496,80,2,0
0.94,130,19630,80,2,0
2.65,116,75632,80,1,0
2.95,16,18672,443,1,0
4.21,19,3097,80,1,0
4.28,69,77142,443,2,0
4.77,127,86995,443,1,0
54.78,509,151173,22,1,2
39.43,1692,221652,22,1,2
4.05,44,39556,443,2,0
3.59,133,73549,443,1,0
2.0,119,24395,443,1,0
1.34,78,10218,443,1,0
3.62,150,113850,80,2,0
1.65,132,175692,80,2,0
0.39,19,19209,443,2,0
2.15,85,125290,443,2,0
1.43,25,36875,443,1,0
55.2,842,203764,22,1,2
16.63,14349,932685,80,1,1
4.31,37,40071,443,2,0
1.68,4726,302464,60510,1,3
1.46,3670,234880,30513,1,3
4.49,72,48744,443,2,0
3.03,65,67730,80,1,0
3.89,13,12961,443,2,0
1.22,2921,186944,5299,1,3
27.58,1264,146624,22,1,2
4.47,71,100820,443,2,0
3.21,132,131208,80,1,0
1.03,105,60585,443,1,0
3.84,135,73980,443,2,0
4.04,89,109737,443,1,0
47.78,1674,222642,22,1,2
4.51,137,168921,443,1,0
14.39,816,108528,22,1,2
21.27,1108,249300,22,1,2
5.06,17026,1276950,80,1,1
4.65,69,88665,80,1,0
0.68,83,105742,443,2,0
1.31,27,20925,80,1,0
3.87,74,109816,80,1,0
2.22,101,92112,443,2,0
1.37,108,84888,80,1,0
1.02,136,125664,443,2,0
1.81,18,17208,80,1,0
0.81,97,86524,80,2,0
4.04,142,207462,80,1,0
6.64,15266,931226,80,1,1
12.09,13605,1074795,80,1,1
2.48,89,79922,80,2,0
0.73,121,97647,80,1,0
4.71,79,73312,80,2,0
1.3,149,142444,443,2,0
1.68,106,142146,80,2,0
39.03,746,129058,22,1,2
4.36,88,66968,80,1,0
3.07,127,76454,80,2,0
4.16,148,36852,443,2,0
4.74,32,7360,80,2,0
3.34,79,43608,80,2,0
0.44,93,41850,80,2,0
4.59,56,32368,80,1,0
0.71,65,60710,443,2,0
1.8,131,178029,443,2,0
3.35,109,119464,80,2,0
0.41,76,45600,80,1,0
1.87,4699,300736,50774,1,3
0.32,33,38115,443,1,0
0.71,104,22672,443,1,0
2.25,134,36180,443,1,0
1.03,59,68145,80,2,0
2.87,11,2079,443,1,0
2.51,23,18699,80,2,0
13.86,10317,784092,80,1,1
3.68,24,23568,443,2,0
4.24,51,53142,443,1,0
3.24,30,41490,80,1,0
14.93,1169,183533,22,1,2
0.91,54,3942,443,2,0
2.08,99,86427,80,1,0
1.6,52,45552,80,2,0
1.88,66,75570,443,1,0
0.44,14,14490,443,1,0
2.64,106,78016,443,1,0
3.98,48,8448,443,2,0
4.23,14,7112,443,1,0
1.26,90,67320,80,1,0
2.2,62,65844,443,1,0
29.9,1165,333190,22,1,2
4.87,82,100532,443,2,0
0.42,46,51842,443,1,0
1.96,39,34476,443,1,0
0.52,138,43470,80,1,0
11.42,17351,1075762,80,1,1
4.19,15,5505,443,2,0
3.56,110,127160,80,2,0
3.14,94,81780,443,2,0
2.18,18,11160,443,2,0
0.86,15,5505,80,2,0
1.36,135,184815,80,2,0
2.71,84,32676,80,2,0
7.63,12119,1066472,80,1,1
0.28,86,70004,443,1,0
54.57,1349,168625,22,1,2
42.34,1144,167024,22,1,2
20.76,1499,268321,22,1,2
2.03,51,75276,443,2,0
3.0,32,19552,443,2,0
13.91,6206,570952,80,1,1
4.03,44,15664,80,1,0
4.83,32,5152,80,1,0
35.56,676,151424,22,1,2
51.14,1818,349056,22,1,2
1.24,68,51476,80,2,0
1.89,93,105555,80,2,0
2.13,73,32339,80,2,0
34.61,1629,311139,22,1,2
0.67,3576,228864,28125,1,3
1.4,53,19186,443,2,0
3.1,33,40953,80,2,0
18.86,718,209656,22,1,2
3.2,84,38808,80,2,0
1.59,61,63440,443,2,0
0.32,2478,158592,41228,1,3
2.75,38,47918,80,1,0
4.84,124,15004,80,1,0
3.81,31,16616,443,1,0
4.58,107,20223,443,2,0
18.65,1518,151800,22,1,2
3.54,77,46200,443,2,0
1.64,2865,183360,38469,1,3
0.56,18,3258,443,1,0
1.82,63,41958,80,1,0
1.92,54,69012,443,2,0
1.63,114,92112,80,1,0
0.49,72,106200,80,1,0
0.16,144,139968,80,1,0
0.68,13,15314,80,1,0
3.09,80,74400,80,2,0
9.65,15972,942348,80,1,1
1.16,13,3796,443,2,0
15.47,12861,938853,80,1,1
3.88,37,25900,80,2,0
0.81,111,111888,443,1,0
3.73,58,31494,80,2,0
4.33,117,73593,80,1,0
2.82,11,5863,443,2,0
33.86,1191,229863,22,1,2
12.68,11089,1097811,80,1,1
2.07,147,22491,443,1,0
1.98,12,14796,80,1,0
12.18,15861,840633,80,1,1
0.45,106,39856,80,1,0
13.62,11910,535950,80,1,1
5.82,5743,350323,80,1,1
53.09,851,249343,22,1,2
1.87,55,8910,80,1,0
2.06,98,39200,443,2,0
2.92,89,56070,80,1,0
0.58,147,49245,80,2,0
15.31,18503,851138,80,1,1
1.32,81,29322,443,1,0
4.05,27,36153,80,1,0
39.68,926,173162,22,1,2
17.18,9454,850860,80,1,1
1.52,2994,191616,64027,1,3
17.43,16363,1161773,80,1,1
0.51,48,69408,80,2,0
3.85,116,123656,443,1,0
55.84,907,114282,22,1,2
4.17,92,77648,80,2,0
1.31,135,160650,443,1,0
0.18,122,154452,443,2,0
3.87,108,21168,443,1,0
18.31,8734,768592,80,1,1
4.75,64,51840,443,2,0
1.91,107,57031,80,1,0
3.08,102,112710,80,1,0
0.74,22,26972,443,2,0
0.75,132,35244,80,2,0
4.78,67,39061,443,2,0
1.65,4160,266240,49497,1,3
2.35,114,151164,443,2,0
4.72,102,129438,443,1,0
0.47,51,11220,80,2,0
0.64,57,84360,80,1,0
0.9,12,8724,80,2,0
46.47,1489,165279,22,1,2
4.31,127,140716,80,2,0
7.63,14819,607579,80,1,1
3.19,144,115344,443,2,0
2.87,34,46002,80,2,0
4.03,60,89280,80,1,0
0.13,4590,293760,51239,1,3
3.74,19,4465,443,2,0
2.31,25,24575,80,1,0
4.87,78,39156,80,2,0
3.28,97,119892,443,1,0
3.47,30,17550,80,1,0
4.37,101,122614,80,2,0
4.17,98,26362,443,1,0
1.33,111,111999,443,1,0
4.29,103,83636,443,1,0
47.26,1602,205056,22,1,2
6.23,9900,663300,80,1,1
14.33,6023,367403,80,1,1
0.64,99,133155,80,2,0
1.48,100,116500,443,1,0
3.9,35,9520,443,1,0
4.02,49,38857,80,2,0
3.38,10,8050,443,1,0
3.14,136,164968,443,2,0
0.54,86,15910,80,2,0
3.5,80,12480,443,2,0
45.06,867,156060,22,1,2
4.21,30,23760,80,2,0
4.5,87,41412,443,2,0
3.39,135,74790,80,2,0
0.67,150,63750,443,2,0
3.99,32,11200,80,1,0
37.25,1953,294903,22,1,2
27.91,1932,309120,22,1,2
1.67,49,24451,80,2,0
1.04,2346,150144,61516,1,3
1.89,3534,226176,47025,1,3
41.94,823,179414,22,1,2
50.34,876,232140,22,1,2
4.72,118,119888,80,2,0
1.05,53,5671,80,2,0
1.26,29,2001,80,2,0
1.49,15,2205,80,1,0
0.19,3743,239552,52563,1,3
4.81,49,29106,443,2,0
6.14,12536,513976,80,1,1
38.56,1121,244378,22,1,2
13.6,1899,476649,22,1,2
1.79,1128,72192,13103,1,3
0.11,92,132940,443,1,0
0.16,104,142168,80,2,0
4.38,113,110401,443,1,0
1.49,52,30472,443,2,0
1.92,138,27738,443,1,0
2.41,33,31053,80,1,0
7.44,8976,870672,80,1,1
3.32,130,29770,80,2,0
1.84,67,9648,443,1,0
1.91,53,55332,443,2,0
0.9,72,25704,443,1,0
0.1,134,83750,443,1,0
7.27,8124,552432,80,1,1
1.36,134,189744,80,2,0
13.8,6568,505736,80,1,1
1.69,37,5735,443,1,0
22.48,1783,483193,22,1,2
1.64,148,151404,80,1,0
3.21,10,13710,80,2,0
4.95,96,88608,443,1,0
17.84,1380,260820,22,1,2
4.42,95,131860,80,1,0
1.74,39,5616,443,2,0
1.54,4901,313664,46521,1,3
10.44,12071,796686,80,1,1
2.83,103,110313,443,2,0
19.23,16791,1208952,80,1,1
3.0,143,194337,80,1,0
2.03,63,54810,443,2,0
1.93,139,44758,443,2,0
0.16,2977,190528,54674,1,3
0.97,2449,156736,48513,1,3
2.31,58,4640,80,1,0
1.97,145,206045,80,2,0
2.8,123,104796,80,2,0
1.93,3745,239680,33260,1,3
0.37,4544,290816,30329,1,3
2.44,88,118360,80,1,0
48.88,577,151751,22,1,2
11.0,6466,297436,80,1,1
3.81,77,23331,80,2,0
4.86,126,128016,443,1,0
4.4,103,93112,443,2,0
4.23,43,29498,80,2,0
1.08,29,24737,80,2,0
3.68,54,69336,443,2,0
1.04,2076,132864,63283,1,3
4.0,120,175920,80,2,0
3.13,26,28002,443,2,0
0.2,41,6068,443,2,0
0.56,121,148225,80,1,0
0.91,99,49401,80,2,0
4.45,54,39798,80,1,0
3.77,95,106590,443,1,0
1.27,10,2480,80,1,0
2.32,71,72278,80,2,0
0.35,32,21600,80,1,0
9.12,7630,389130,80,1,1
0.11,13,5174,443,1,0
4.74,129,125001,80,2,0
57.26,1218,202188,22,1,2
0.4,93,78213,80,2,0
0.36,74,64750,80,1,0
14.31,18265,931515,80,1,1
4.87,104,129064,80,1,0
3.61,103,83533,443,2,0
21.04,584,68912,22,1,2
15.31,872,126440,22,1,2
0.24,2615,167360,61575,1,3
1.94,47,20116,443,1,0
0.87,150,18300,80,2,0
0.65,127,55626,80,2,0
2.61,133,45087,443,1,0
2.96,62,50220,443,2,0
2.78,18,12816,80,2,0
1.0,3628,232192,54572,1,3
4.63,98,112896,443,2,0
1.06,70,42280,80,1,0
2.59,146,90228,443,2,0
2.45,89,47348,443,2,0
1.0,88,66176,80,2,0
2.59,40,52560,80,1,0
3.65,62,45508,80,1,0
1.72,89,15486,80,1,0
44.39,1245,347355,22,1,2
17.09,1049,196163,22,1,2
4.94,148,140156,443,2,0
1.72,11,15499,80,1,0
53.05,1794,455676,22,1,2
12.76,1998,401598,22,1,2
0.88,115,19205,443,2,0
14.51,6302,308798,80,1,1
3.6,90,26100,80,2,0
39.51,800,144000,22,1,2
1.43,1023,65472,4313,1,3
2.04,79,81133,443,1,0
35.88,1641,351174,22,1,2
3.32,105,115080,80,1,0
1.88,2654,169856,22578,1,3
1.36,46,55890,443,2,0
17.7,1631,459942,22,1,2
5.0,136,178296,443,1,0
2.64,131,174623,443,1,0
4.04,24,11016,80,1,0
0.45,4465,285760,32602,1,3
18.31,1907,450052,22,1,2
15.89,1539,343197,22,1,2
1.72,3676,235264,23490,1,3
1.11,77,35497,443,1,0
0.5,132,11748,80,2,0
1.26,37,19499,80,2,0
0.3,108,23112,443,2,0
2.54,87,18357,443,2,0
4.86,38,4370,443,2,0
4.0,108,16524,443,1,0
2.96,131,107027,443,2,0
4.21,19,26771,443,1,0
4.07,63,59913,80,1,0
1.9,4773,305472,26770,1,3
19.91,6990,349500,80,1,1
0.36,4571,292544,33390,1,3
0.16,98,64876,443,2,0
0.13,87,18966,80,2,0
8.16,6986,363272,80,1,1
0.22,22,29634,80,2,0
3.03,130,23400,80,2,0
4.04,35,5425,443,1,0
2.41,42,32592,80,1,0
4.12,83,79348,80,1,0
0.48,37,40589,443,1,0
1.87,93,106485,80,2,0
0.31,40,12320,80,2,0
0.6,60,80160,443,2,0
15.15,1113,111300,22,1,2
4.51,45,28260,443,2,0
4.12,123,173922,443,2,0
49.32,886,257826,22,1,2
3.31,130,56290,443,1,0
3.3,56,5096,80,2,0
3.64,130,106340,80,2,0
3.97,107,94695,80,2,0
4.32,143,106678,80,1,0
50.57,538,136114,22,1,2
2.23,31,25885,443,1,0
4.19,101,47268,443,2,0
1.77,116,30392,443,1,0
4.51,43,3397,80,1,0
2.47,119,94129,80,1,0
1.01,16,7408,443,2,0
3.4,37,44992,443,1,0
0.38,62,5394,443,2,0
3.1,123,87207,80,2,0
1.52,108,74304,80,1,0
12.79,1526,407442,22,1,2
3.05,51,47073,80,1,0
2.59,56,64680,443,1,0
1.46,75,15750,80,1,0
6.12,15936,1290816,80,1,1
0.15,67,72427,443,1,0
2.23,15,9795,443,2,0
16.76,17051,1091264,80,1,1
48.78,1386,343728,22,1,2
1.04,12,5712,443,2,0
0.85,97,79831,80,2,0
50.21,647,188277,22,1,2
1.16,3294,210816,16589,1,3
23.65,903,105651,22,1,2
4.71,46,47840,80,2,0
1.42,99,58509,443,2,0
4.34,39,53781,80,1,0
15.58,9482,758560,80,1,1
1.93,46,52026,443,2,0
1.72,149,95211,443,2,0
46.0,1068,304380,22,1,2
2.93,50,41850,80,1,0
21.38,1946,486500,22,1,2
0.79,149,189528,443,1,0
2.88,61,44103,80,1,0
2.74,140,22540,80,2,0
13.66,16475,1565125,80,1,1
3.28,94,8178,443,1,0
3.97,135,171180,80,1,0
0.94,2411,154304,23417,1,3
1.81,68,68612,80,2,0
4.23,35,16240,80,2,0
4.69,106,115858,443,2,0
1.68,34,15708,443,1,0
0.36,29,40513,80,2,0
3.16,39,37518,80,2,0
1.79,23,1472,80,1,0
4.01,15,4215,443,1,0
4.36,25,32500,80,1,0
1.39,92,123188,443,2,0
3.98,147,23520,80,1,0
3.24,42,21210,80,1,0
0.62,103,122879,80,1,0
2.98,15,12075,80,2,0
4.9,70,39200,443,2,0
18.28,583,88616,22,1,2
2.23,98,130340,443,2,0
2.0,2005,128320,50310,1,3
1.01,1019,65216,47591,1,3
0.49,91,130676,443,1,0
0.29,32,2656,80,2,0
3.82,64,93568,80,1,0
16.41,10010,470470,80,1,1
0.63,46,46046,443,2,0
0.66,119,159817,80,1,0
3.07,44,52668,80,1,0
43.08,1431,303372,22,1,2
6.57,13723,1372300,80,1,1
1.29,86,21070,80,2,0
0.99,148,81252,443,2,0
3.83,44,41800,443,1,0
1.21,22,16346,80,1,0
40.68,1518,289938,22,1,2
2.82,91,127036,80,2,0
1.06,19,13091,80,1,0
2.52,18,2700,443,2,0
36.61,751,138935,22,1,2
13.61,17192,1530088,80,1,1
3.74,54,76140,80,2,0
19.48,14186,808602,80,1,1
